Gene,C,Z,Pval,FDR,Module
CCDC18-AS1,0.01584986451550825,29.191873511704646,1.229581503867791e-187,4.360218098821954e-187,
AC011603.2,0.012633784165629058,29.19016692561463,1.2924623353901613e-187,4.579140249389411e-187,
SPDYA,0.027477492157069742,29.096202602266587,2.0049124901622664e-186,7.097035363406253e-186,
BCL7A,0.024945318022306484,28.973733019346227,7.050677984275417e-185,2.493608482502358e-184,
OTUD1,0.016704472276283123,28.929999932402882,2.5047780879795695e-184,8.850805964592119e-184,
ZDHHC14,0.014707629115151851,28.92878307541457,2.594632889668084e-184,9.160222028837014e-184,
RAD51B,0.014793973998584092,28.912655002881973,4.138928061896586e-184,1.4599393516390076e-183,
MCOLN2,0.022733599196215922,28.763733533566537,3.049704227064744e-182,1.0747856306836102e-181,
CCDC26,0.019818166423830195,28.745141397094923,5.208521661361229e-182,1.8339865004793063e-181,
SYT1,0.012625357798065888,28.72177119764,1.0202308886498147e-181,3.589202774493631e-181,
SPIN1,0.02188240034794091,28.69393713403249,2.2706188738140254e-181,7.981085672457032e-181,
RAB39A,0.01803313312727144,28.676466552244165,3.75019247217886e-181,1.3170122817133837e-180,
SLC25A33,0.0210588759939003,28.55771055739698,1.126626264265545e-179,3.953074611458053e-179,
VPS54,0.014861457535808916,28.503368975135526,5.320260477665332e-179,1.865121990417294e-178,
TTC39C,0.01664082810713499,28.478109269148145,1.0936156175628036e-178,3.830527557137666e-178,
MMP2-AS1,0.015904858688347644,28.437317197748158,3.496520274898963e-178,1.2236291425718155e-177,
INVS,0.013950802522734517,28.428924461026124,4.440177765795083e-178,1.5525097083199592e-177,
ST18,0.01591237014942204,28.418104308666848,6.041310198478274e-178,2.1105013793810564e-177,
MAK,0.014550128399579351,28.343299803430234,5.0615331972837095e-177,1.7666782538512076e-176,
HGF,0.012519411217410653,28.299419491724645,1.756599731437403e-176,6.125892698997045e-176,
ENOX2,0.013387158031890355,28.158057284870765,9.54738115757641e-175,3.3266136437548472e-174,
ARNTL2,0.021256984716773245,28.133898620369205,1.8860924821221183e-174,6.566031269354633e-174,
DSTN,0.018768222063006147,28.10511406355988,4.241579930024361e-174,1.475332149573691e-173,
GPHN,0.013288666779408615,28.00913211367784,6.288612311786218e-173,2.185443027553855e-172,
AL133268.4,0.010843924029734537,27.986713792253475,1.1789455708167802e-172,4.093561009780487e-172,
CCL20,0.010482018987564507,27.919088745999897,7.825203902154504e-172,2.714728153392716e-171,
ARHGAP29,0.011125187462180197,27.845002328826162,6.190995542312476e-171,2.1459256645797143e-170,
AFF2,0.012010366732243464,27.807229362879127,1.7734729071951426e-170,6.141897514095732e-170,
CACNB4,0.014027307632373526,27.70987882655705,2.654251674699982e-169,9.184261850172948e-169,
ANXA4,0.015051433176398205,27.693496526407426,4.1810816183848346e-169,1.445490620012043e-168,
GMDS,0.013786818213221497,27.692212674106788,4.3326083407994617e-169,1.4965831919859973e-168,
FN1,0.01198538261869362,27.62406487865619,2.8601766068158604e-168,9.871187599019363e-168,
ESR1,0.018529655162139662,27.574374193695842,1.1292098559686051e-167,3.893827089546915e-167,
LINC01184,0.013870796495104842,27.562877019171466,1.5509930352926524e-167,5.343645255099577e-167,
MRPS35,0.019215317643417395,27.5366001879575,3.2019708926128793e-167,1.1022275017600274e-166,
MAPK8,0.015797775028446485,27.443290515750967,4.177214428562652e-166,1.436703156857318e-165,
TRG-AS1,0.0156362754615727,27.436831195252882,4.9884415362607505e-166,1.7142410777528353e-165,
LDAH,0.011399155983934765,27.279958378088118,3.667318012284419e-164,1.2591649827585988e-163,
SLC45A4,0.019934436573723888,27.150462652309567,1.250182221224393e-162,4.288789781215757e-162,
TSC22D1,0.015148469827314453,27.12620781232579,2.4167330136371895e-162,8.283575025320272e-162,
HIST1H3H,0.01923236380038971,27.088385022397652,6.74689054641849e-162,2.310578954252908e-161,
TEX2,0.01556414209223972,27.008397963365095,5.888298576402874e-161,2.0148155950052607e-160,
AHCYL2,0.016747171704638228,26.917948295541983,6.770246184043075e-160,2.314614080014727e-159,
NR6A1,0.012710610442919879,26.875499818079675,2.123894032856881e-159,7.254975347077304e-159,
PALD1,0.03615871928189933,26.86407901294158,2.8879581040950696e-159,9.856512300665767e-159,
PCNX4,0.011990548177208451,26.84446957751643,4.893339902805606e-159,1.668658108373608e-158,
IGFBP7,0.01669435115445772,26.824743335974436,8.31411009315198e-159,2.8327461986889203e-158,
LRCH1,0.013517309816329922,26.763377690949252,4.314095698835781e-158,1.4686283230079253e-157,
GUCY1A1,0.020061506895322725,26.718931073102997,1.4183780449894127e-157,4.824415119011608e-157,
BTG3,0.016482158441551653,26.716258901660794,1.5234960525671142e-157,5.177556678222988e-157,
SIK2,0.014320059719779142,26.66749922444467,5.608687890858031e-157,1.904478061411895e-156,
MIB1,0.012850896642245889,26.642191812450296,1.1021288896478372e-156,3.7391989470664533e-156,
BMPR2,0.015612735980717348,26.489364455504184,6.426132280452964e-155,2.178349925577276e-154,
DNAJC1,0.01664132443942498,26.47487260693765,9.437521370790571e-155,3.196450929988339e-154,
STAMBPL1,0.0172022466570063,26.464149153774837,1.2540230492734286e-154,4.243732823260334e-154,
SLC16A6,0.01886987158941714,26.45156720968076,1.7501864282004688e-154,5.917790120711644e-154,
CD300LB,0.01678836962459292,26.418796222773622,4.167287969318339e-154,1.4078675572021415e-153,
MRC1,0.02605537063068606,26.35685090825857,2.1417498821221567e-153,7.22953546707901e-153,
KLHDC10,0.01460679363898542,26.318321601346828,5.917125984312371e-153,1.9956580048271064e-152,
EIF2B3,0.01458387373647228,26.285111761357527,1.419068385570271e-152,4.7820333127894554e-152,
CNTLN,0.01285225235899843,26.272020274327115,2.0027532216167938e-152,6.743276840460586e-152,
ARHGAP6,0.01197210974719208,26.25110587900703,3.471412778264583e-152,1.167842818591954e-151,
IFT88,0.013271390425412744,26.211513226755763,9.822088518965473e-152,3.301542359316126e-151,
EHD4,0.01804279316955464,26.172891277458305,2.7050296834453597e-151,9.084902379329502e-151,
AC105384.1,0.012415650154866837,26.09152421818719,2.2748936600948113e-150,7.633871342600038e-150,
CEMIP2,0.013792271311149509,25.99365804609297,2.9205847468266866e-149,9.792404851053434e-149,
PTPN13,0.012928520907332292,25.924548491094967,1.7609883953053594e-148,5.899458610738223e-148,
SH3BGRL2,0.021166488854830343,25.90811106443958,2.697985503344883e-148,9.03091381872764e-148,
NHS,0.012220119788618342,25.872529689311023,6.787541694042106e-148,2.2700808341277947e-147,
LRRC6,0.0111537144493575,25.825439300048753,2.2968963873459036e-147,7.675510066318809e-147,
RSU1,0.014257387884935377,25.69309896401635,6.980260779696671e-146,2.330637989882027e-145,
REPS2,0.014727548228720331,25.674392118133362,1.129403046157949e-145,3.767816667749621e-145,
RALA,0.017435162325901112,25.610012693417325,5.90041424228531e-145,1.9668047474284365e-144,
ALCAM,0.012531946901970332,25.572790290155705,1.5318268045715915e-144,5.1018378170577566e-144,
MARCH3,0.014627570692003813,25.47473612002986,1.8783943097158083e-143,6.250896205377067e-143,
TMEM14B,0.017077585914028057,25.467191051760686,2.277077440926817e-143,7.57132981189299e-143,
CDK8,0.01190677597484613,25.460004905796236,2.735076146767747e-143,9.08663171683637e-143,
SNAPC1,0.017619977243171714,25.45979306353231,2.7498903959646487e-143,9.128266874571447e-143,
DNAJB5-DT,0.011607478374026049,25.377933815665394,2.209918260322114e-142,7.329745473705188e-142,
HK2,0.015144054414058254,25.37421544770446,2.428950303861033e-142,8.049545331768128e-142,
AC005670.3,0.012167166526246016,25.370198916738172,2.6899571455117893e-142,8.907142865933077e-142,
KIAA1328,0.011685776404694386,25.364215157131472,3.131623904612188e-142,1.0361038559510961e-141,
MAST2,0.014195971923314454,25.282355728272524,2.4971219621902204e-141,8.254948635339572e-141,
THBD,0.021005447082283246,25.2777366250494,2.80693220883753e-141,9.27145238261777e-141,
BIN1,0.019460201958007777,25.26165663861092,4.216742382441134e-141,1.3916641526208363e-140,
MSI2,0.014076952509809013,25.260190719769927,4.376070594678265e-141,1.4430570798609283e-140,
ERCC8,0.013027549193083179,25.205901590235186,1.7256279611348746e-140,5.685759344760707e-140,
ZNF532,0.015857480652935244,25.167911954602236,4.499363857092619e-140,1.4812720517177346e-139,
NARS2,0.012718633638362524,25.157560933572316,5.840439843341947e-140,1.9211973168887986e-139,
ZBTB10,0.013760140094449043,25.113210539914522,1.783796909627269e-139,5.862931502472535e-139,
MRPL18,0.019944540565883396,25.08764387226442,3.3922514146798115e-139,1.1140398734580662e-138,
DLEU7,0.010577268925492536,25.07572830078895,4.576021856928196e-139,1.5015658267196704e-138,
CENPP,0.01346961501966109,25.01699593720067,1.996937014325999e-138,6.547334473199997e-138,
ZNF10,0.01459624466229918,24.998944983559888,3.138521242760537e-138,1.0281805873089392e-137,
NEU1,0.015578572800796152,24.980368010614114,4.996436430437711e-138,1.6354947399141443e-137,
FAM241A,0.015150329659394592,24.97487924772103,5.731860923409766e-138,1.8746887729876583e-137,
TAF9,0.017752378197163878,24.939217992147828,1.397771518954424e-137,4.567880780896811e-137,
CEP128,0.011591155379335897,24.93327213027814,1.6215530237080854e-137,5.294867016189666e-137,
EHBP1,0.01181377756725883,24.835413255834336,1.858691924414188e-136,6.0642477142387864e-136,
FBXL4,0.012760565586457613,24.834392872012124,1.9064732355793915e-136,6.215071672630452e-136,
SORCS2,0.012378276416646614,24.818260272827917,2.847427525504595e-136,9.275008226399333e-136,
ACOT11,0.017297006661067146,24.813469038804826,3.2075487896441986e-136,1.0439540405676806e-135,
JUP,0.015509169190699184,24.795590518962875,5.001279394481653e-136,1.6264323234086676e-135,
KIFAP3,0.011449238714481938,24.722008066796956,3.101494790622248e-135,1.0077968450437849e-134,
APBA1,0.016454425063411614,24.574562882692593,1.1816921536429019e-133,3.836662836502928e-133,
SIPA1L2,0.012273844629443826,24.573022273953576,1.2273636886420121e-133,3.981715129414475e-133,
PRKCG,0.02894901769342083,24.559407814164572,1.7157951995092469e-133,5.561734844438402e-133,
CBFA2T2,0.0149008381045551,24.523786595746504,4.118647874069633e-133,1.3339750199415815e-132,
THSD8,0.026010810104411326,24.490782129396777,9.260120290182722e-133,2.99680268290703e-132,
KIAA1841,0.01214793304063283,24.48707889294993,1.0140690166033539e-132,3.279123740027013e-132,
MAPRE2,0.013952860303017078,24.45481077954171,2.236509634809478e-132,7.226202374182482e-132,
HIBADH,0.011759552743926371,24.45047096837034,2.48733830614889e-132,8.030147881029508e-132,
DHRS9,0.012636081294797624,24.446603148542952,2.7344584236161787e-132,8.820833624568318e-132,
GOLPH3L,0.010622278424355829,24.40136253341081,8.270835664496836e-132,2.665861616276176e-131,
SKAP1,0.010709963605487394,24.25244155836564,3.11569580353321e-130,1.0034447032313076e-129,
INSR,0.01462309091194698,24.196128130152704,1.2218141285250217e-129,3.9318234224457656e-129,
PRIM2,0.012348108074319221,24.126114631959137,6.651412952871743e-129,2.1387179912770876e-128,
PLAGL1,0.013330385045927444,24.07984124497863,2.0329418000546412e-128,6.531539919854269e-128,
AC027018.1,0.007538673599170303,24.0469464252366,4.4924905436884097e-128,1.442212052548446e-127,
ME1,0.009805220186640767,24.036216596552578,5.817170979133681e-128,1.8659730486395124e-127,
NRP1,0.010939640980924953,24.013558161728177,1.003541449043483e-127,3.216479003344497e-127,
MAF,0.01305345135647104,23.978843910055897,2.311708888459729e-127,7.403391155995929e-127,
CDC14A,0.012663799237040581,23.971270554134996,2.7728438837241706e-127,8.873100427917347e-127,
IL18,0.015452147516401527,23.920491169054564,9.374036837631726e-127,2.9972939528798487e-126,
LHFPL6,0.02210291942350284,23.867440960659373,3.337263435075382e-126,1.0662183498643393e-125,
BMT2,0.011154337626466584,23.83883462961969,6.61074917241849e-126,2.1103748355685525e-125,
ATP8A1,0.012499222131974692,23.823578173998794,9.515429917178653e-126,3.0352248539644827e-125,
NR3C2,0.011665064069159198,23.818456173343602,1.0752520770482122e-125,3.427098253540119e-125,
PNP,0.013293307061272627,23.790028731508176,2.1179293323777134e-125,6.744997873814374e-125,
TNNT1,0.01615493017204381,23.782357949694813,2.542680754066195e-125,8.091267316041989e-125,
NFATC1,0.014875024398484395,23.76879357344841,3.51236047314242e-125,1.1168077816033132e-124,
PRORP,0.01182589133247475,23.754151927392563,4.976910981644919e-125,1.58122668201586e-124,
TEX41,0.010969139970860886,23.63320335248534,8.784840167496291e-124,2.788838148411521e-123,
MRPS28,0.014031060546181978,23.629461647818484,9.59849935735728e-124,3.044726203761231e-123,
PALLD,0.012242960337026425,23.542551062471226,7.48250033431175e-123,2.371632435598019e-122,
TDRD3,0.01144838873393838,23.540870787273164,7.784967865416198e-123,2.465548017550657e-122,
NLK,0.012336831160520116,23.530187923378875,1.0014898294382884e-122,3.169271612146482e-122,
CITED2,0.014970200102494039,23.338376693279205,9.043241804029191e-121,2.859523100088282e-120,
B3GNT5,0.012771332256454727,23.313096797623484,1.6326176454011815e-120,5.1583495905250596e-120,
NEDD4L,0.01276627379513413,23.29463847304924,2.512112864175958e-120,7.930900912946987e-120,
RUSC2,0.012907426102550924,23.27784180974886,3.71721223958028e-120,1.1726221575963028e-119,
CASK,0.011709718732640508,23.268435213072056,4.628800301973834e-120,1.459038708265984e-119,
CWC27,0.011116762781828892,23.26064212763714,5.550755299011711e-120,1.7482693855154995e-119,
GALNT7,0.013184863391445003,23.219680961549283,1.44058471354948e-119,4.533704842012526e-119,
GCNT1,0.014038600231152977,23.217275141981272,1.5235022354972978e-119,4.7908875330103703e-119,
TWISTNB,0.013134615302696545,23.216686631307617,1.5445003854547357e-119,4.853104117689665e-119,
SESN1,0.011640814987869034,23.208025321675425,1.88913990089021e-119,5.931365465903328e-119,
SIAH2,0.01084524138842936,23.19651539617603,2.468652098889022e-119,7.744790898475364e-119,
LINC01010,0.013337299856106497,23.18662356434762,3.106523804912126e-119,9.738319137655567e-119,
ZFY,0.016119422279716907,23.18151476863448,3.4979132353508693e-119,1.0956658528898572e-118,
JAM3,0.013221607783815528,23.140072216650186,9.15034599028643e-119,2.8639580564276775e-118,
IFITM10,0.02336834797704438,23.139115450548836,9.355571659665569e-119,2.925902004586574e-118,
LPXN,0.013367490540853616,23.126424805361022,1.2554616066688552e-118,3.9233175208401723e-118,
SMS,0.015035916272330906,23.101673920370054,2.2270177099259034e-118,6.953997532945835e-118,
ATG10,0.010393830216384195,23.091512760880853,2.817330532554274e-118,8.790422878484473e-118,
CST7,0.007697946245863359,23.088817579902628,2.998578314860497e-118,9.348646344070139e-118,
CLEC16A,0.012596904471572187,23.0819262033036,3.5167092495294126e-118,1.0955480528129011e-117,
PCED1B,0.013680374797281071,23.053002159257105,6.8618648594308e-118,2.1359890613014165e-117,
Z94721.1,0.011532304531161521,23.01840057297159,1.5249512500858553e-117,4.743238724994884e-117,
CMTM4,0.012923826931987216,22.99631050186888,2.5374334035600606e-117,7.886350904615574e-117,
FAM168A,0.011689921081169464,22.98880211197314,3.016555175913119e-117,9.368183776127699e-117,
TJP2,0.013968187206988884,22.942479729559956,8.757830062747114e-117,2.717712975251238e-116,
GBE1,0.012123908321315142,22.914763311537737,1.655439591845056e-116,5.133146021224979e-116,
PIWIL4,0.01254802457545157,22.80709485701163,1.94950261026735e-115,6.040286941184664e-115,
BCAT1,0.01703363954336371,22.803126544106473,2.134527755593102e-115,6.608445063755733e-115,
AL627171.2,0.014448384419128477,22.785519331047396,3.1910800220760546e-115,9.87186395073799e-115,
ENHO,0.024777223313639362,22.73889236846993,9.241761918048812e-115,2.856804302333481e-114,
SLC26A11,0.01804821626006202,22.73063476089812,1.1154345244175015e-114,3.4453576043783835e-114,
SLC38A9,0.011913983436252674,22.70167472230553,2.156258894115737e-114,6.655120043567089e-114,
CPEB3,0.013119446596823561,22.69840756031908,2.3225896983009003e-114,7.162959748036702e-114,
CYSLTR1,0.011337449839140964,22.684357556418977,3.1966827190052322e-114,9.851102369815816e-114,
ID3,0.022391865831741124,22.65845481614832,5.757499661526598e-114,1.7729021282606922e-113,
ARSB,0.012682565571723179,22.65245361571273,6.597739453091501e-114,2.030073677874308e-113,
TSPYL2,0.017099565802458673,22.622524680998005,1.300794083052473e-113,3.999366896394998e-113,
ASAP2,0.013554260198392024,22.560519144395457,5.293651845208516e-113,1.6263139309396362e-112,
SLC35F1,0.02570947259020875,22.41130630345455,1.526740297273794e-111,4.686846653181256e-111,
TAPT1-AS1,0.009659720915362402,22.406404889865225,1.704356928115831e-111,5.228088736551628e-111,
CPLANE1,0.01311807210400106,22.404408125794358,1.782496572081195e-111,5.46359102553623e-111,
TSPOAP1,0.018695553788703464,22.39737648245885,2.08724016183779e-111,6.3927723180330466e-111,
PEAK1,0.012156633766739125,22.38496484873051,2.7574485823536273e-111,8.439016319368408e-111,
MSH3,0.012405298675561638,22.347897225443162,6.328270610904149e-111,1.9352509513468343e-110,
STAT4,0.01549128365288217,22.317992661130667,1.2356938156391842e-110,3.775993325100639e-110,
ACYP2,0.012265247533819652,22.30691487778393,1.582964958783061e-110,4.833480790177285e-110,
GAS2L3,0.013224850933802185,22.286858994681456,2.4778204240902788e-110,7.560092827125184e-110,
KLHL18,0.012164762505798777,22.246210333007053,6.136793692367753e-110,1.8709736866974856e-109,
ARHGAP5,0.015228720800137983,22.20674053704147,1.4781043868554212e-109,4.502983661402654e-109,
XYLB,0.014200916255928665,22.17732421198046,2.8430820472723555e-109,8.654739869931066e-109,
ARRDC3,0.012853233768027805,22.15635879253368,4.52930185397881e-109,1.3777344042521095e-108,
SNX24,0.011291604237165603,22.099270361997366,1.6060767968175152e-108,4.881692391542599e-108,
LINC00342,0.010623005711776542,22.085304849609336,2.1879261447980267e-108,6.6451819128262016e-108,
ZHX3,0.011397840273515213,22.080618911915362,2.4269731127475607e-108,7.365624014408378e-108,
RNF152,0.01619963133475994,22.027397900341214,7.867850316596785e-108,2.386004644911838e-107,
MCPH1,0.010412930616744163,22.023198187275252,8.631986868119595e-108,2.6157535963998773e-107,
EGR3,0.014288940628499188,22.01564137889785,1.0198218310956467e-107,3.088029768646924e-107,
ADARB1,0.012916771451997105,21.958944308431043,3.55662157896284e-107,1.0761336093684842e-106,
PTGFR,0.008095970632189503,21.83904258876128,4.940198980875783e-106,1.4936353683675836e-105,
RALGPS2,0.01148303402197308,21.831926686421067,5.77252342540322e-106,1.7439647810885862e-105,
AKAP7,0.012301467919613916,21.806312276429423,1.0106332980353775e-105,3.050968446899253e-105,
ANKIB1,0.01123129247078309,21.76202118995294,2.6576606297313553e-105,8.017075806127769e-105,
TRIP10,0.01327582780386731,21.70681382725153,8.845205778465188e-105,2.6662263085049552e-104,
AC018362.1,0.008485142686470023,21.701642138929184,9.898273755895414e-105,2.981407757799823e-104,
PLIN2,0.01694350739973742,21.700190774805684,1.0215670906632119e-104,3.0746940275792685e-104,
FAM162A,0.014838200031986364,21.68717458438703,1.3556816523357656e-104,4.077238052137641e-104,
CDR2,0.012320273253891085,21.683674968109724,1.4628049038898647e-104,4.3961079004954614e-104,
AP000763.3,0.013452000538740228,21.654919025291875,2.7313562165493278e-104,8.202270920568551e-104,
TMEM164,0.012019794781161833,21.62768940087053,4.9299840980043935e-104,1.4793650706689853e-103,
DPH6,0.01023245213256154,21.623010973477147,5.456043087007498e-104,1.6359949286379302e-103,
TTLL5,0.011340924305492097,21.59633382256531,9.722449360795306e-104,2.913093441436796e-103,
AC006001.2,0.013244321602512031,21.581501354971408,1.3401124521123687e-103,4.0123127308753553e-103,
CLYBL,0.01189579598097687,21.544805831814262,2.96156919024327e-103,8.86034163124389e-103,
DEPTOR,0.013512865451922039,21.5108645459749,6.159351889744652e-103,1.8413608041090138e-102,
RASAL2,0.009569633033434968,21.39336786924303,7.701325477000854e-102,2.300620008065976e-101,
TMEM135,0.010703645360509289,21.39190788467673,7.9461960275845e-102,2.3719988142043283e-101,
COX10-AS1,0.010737574529375135,21.38375949927597,9.462616905927955e-102,2.8225553783528577e-101,
STX8,0.012452796165690826,21.315086947135406,4.112725307512695e-101,1.2258495700484933e-100,
SLC10A7,0.010686928993037836,21.294976763304234,6.318449279587231e-101,1.8818910735926227e-100,
LINC01004,0.011449017945572074,21.275670000415783,9.538417466839523e-101,2.838814722273667e-100,
BAIAP2,0.015631929843878407,21.247952256890926,1.72179931557152e-100,5.120592760064e-100,
PCAT1,0.008222868333000951,21.24432223239617,1.8601627117514467e-100,5.527972397478296e-100,
SEL1L3,0.015188475083494777,21.216586165568906,3.3562153481159506e-100,9.966489526699186e-100,
MRPS27,0.011556231080752613,21.20996701418339,3.863364750769729e-100,1.1463990358367149e-99,
RNF217,0.010555474665088938,21.207957421840014,4.031966427811926e-100,1.1955423062451968e-99,
BCKDHB,0.010637032347971517,21.150522960439808,1.3644988737067517e-99,4.0429596257977824e-99,
CPEB2,0.012380022995429727,21.136752406219394,1.8268537943865906e-99,5.4088935437056715e-99,
PRMT3,0.010687932563819074,21.120953383403542,2.5527083959503752e-99,7.552391703995192e-99,
SLC16A1-AS1,0.011744560904544139,21.115505718639756,2.8646803200689673e-99,8.46912141927263e-99,
GALNT10,0.01032550874939467,21.052126295518434,1.0932385768181428e-98,3.2296560615011604e-98,
WRN,0.01242819327008146,21.008997258075098,2.71343119633632e-98,8.010128992874746e-98,
PGM5,0.007746835596451809,20.94740263994724,9.907391609339478e-98,2.922534398035244e-97,
RNF175,0.006811346147485345,20.91088110496753,2.1314394099334462e-97,6.282798555441256e-97,
BANK1,0.010758662813781345,20.909696638954824,2.1850122746517906e-97,6.435971353908073e-97,
AL162253.2,0.009368533093809686,20.87737176379576,4.2996879328305345e-97,1.2655446454247343e-96,
ATF7IP2,0.012241671607317851,20.870221667128003,4.993480169489034e-97,1.4686706380850098e-96,
KAT6B,0.012778835220841514,20.84348583725193,8.732349254365047e-97,2.566450919725216e-96,
LY86-AS1,0.009181617411411897,20.84332910000782,8.760989530943932e-97,2.572977835813196e-96,
SERTAD2,0.011974516563060754,20.81087117104955,1.725090728498121e-96,5.062628696986415e-96,
SCN9A,0.007807552540184413,20.796712690294665,2.317542126583433e-96,6.796311221652296e-96,
METTL25,0.009277685840315603,20.784839548209032,2.968116272682856e-96,8.697776623246464e-96,
DHRS7B,0.009471712496857923,20.761038289452717,4.871929824106648e-96,1.4266265956388427e-95,
NBDY,0.01353075991715027,20.74142055910165,7.326685170256643e-96,2.1438727637912635e-95,
KBTBD7,0.00810745856962938,20.735312094807632,8.318616466502686e-96,2.4323439960534168e-95,
BTRC,0.011059182771250748,20.662284551815002,3.784845514265501e-95,1.1058715892667643e-94,
SLC35E3,0.011158841522227738,20.631948627853454,7.090932630562679e-95,2.0703452935949425e-94,
PHLDA2,0.01865371621061331,20.612515864549444,1.0596267032776907e-94,3.091543992057449e-94,
LINC01278,0.010550409288826654,20.578282713010232,2.14817046382888e-94,6.26288764964688e-94,
NDUFAF2,0.012145193410190241,20.526149934697415,6.287637487647837e-94,1.8317953350758449e-93,
PUDP,0.01086016908890798,20.469271088962195,2.023134938755822e-93,5.889766925053339e-93,
HIPK1-AS1,0.010479976918085693,20.409722185879996,6.853075327081075e-93,1.9936219133326765e-92,
AC098829.1,0.008582600030757441,20.40225009073057,7.984781425660999e-93,2.321157391180523e-92,
TASP1,0.010731547704364446,20.392372520603065,9.771746768423697e-93,2.8385611527737683e-92,
PLCXD1,0.0141586119463951,20.350019173843684,2.3204651170558183e-92,6.735747799871752e-92,
UNC5C,0.007846778724462015,20.344599590667485,2.591680909630756e-92,7.51756609029951e-92,
C11orf65,0.007837444751574128,20.23112108526904,2.6052384837834293e-91,7.551415895024433e-91,
SNAI1,0.0195879198403966,20.231013657866793,2.6109205880958214e-91,7.562405758423813e-91,
POU2F1,0.01249440799214857,20.22266050943947,3.092783907453353e-91,8.951617677144292e-91,
TOGARAM1,0.01038573861080683,20.219327925202997,3.3089264601132236e-91,9.570286218693344e-91,
LY96,0.012510515724527948,20.211546966822215,3.8740571716093434e-91,1.119669702777267e-90,
NCEH1,0.01128982822579373,20.209240148688643,4.0594098788894517e-91,1.1723927448056178e-90,
GABPB1-AS1,0.012154271381641987,20.197717575302757,5.126387633959913e-91,1.4794769506377816e-90,
USP13,0.014163121056994969,20.16788390159252,9.374557224121009e-91,2.7035493076051933e-90,
IGLC1,0.005933332565622388,20.111146670572502,2.9472663141104603e-90,8.493562864871645e-90,
PRKCI,0.01411800467874955,20.086172286839286,4.874737292354991e-90,1.4038120352354186e-89,
SNCA,0.009422335356936975,20.08155430410235,5.349707877108587e-90,1.5394842811823274e-89,
ZNF654,0.010660453514829908,20.06521965996365,7.431616110116511e-90,2.137057112901944e-89,
NUBPL,0.011735006567557925,20.060892637920887,8.107351521842677e-90,2.3296987131731833e-89,
LYRM4,0.011838104948826537,20.055530035065143,9.030443731764728e-90,2.593092241712772e-89,
OPHN1,0.011436745264658542,20.050407847458352,1.0009861458381597e-89,2.8722701458770724e-89,
AC114763.1,0.00972838583024995,20.047967239313305,1.0513120999933143e-89,3.0145149820596824e-89,
AC092944.1,0.009925117826748889,20.03778859481917,1.2898857880443077e-89,3.695947816745868e-89,
MYO10,0.011108660131074682,20.01798637151258,1.919633421244399e-89,5.496445014300355e-89,
IL1R2,0.013391423306860672,19.952265175837322,7.162455339536069e-89,2.049343444788575e-88,
ZNHIT6,0.012102773771497474,19.840212922923985,6.69452419692969e-88,1.9140884051264303e-87,
IQCB1,0.010659028640588649,19.836362290822954,7.227353914336184e-88,2.06495826123891e-87,
TLE1,0.012194066645147796,19.81902765651241,1.020062196602549e-87,2.91238314518929e-87,
TTC7B,0.011567130699578182,19.768253882080785,2.7938307444889053e-87,7.970986432208004e-87,
TPRG1,0.008966321569690527,19.72117891993459,7.09412915259795e-87,2.0225599864855165e-86,
SLC5A4-AS1,0.01010104905587778,19.686943128621206,1.3951406753329146e-86,3.9747597587832325e-86,
NBEA,0.009784301777496235,19.648364485727587,2.9852937786660547e-86,8.499057021113323e-86,
MRPL1,0.010627655430256918,19.63481984783044,3.8978396903536046e-86,1.1089159858758478e-85,
ETS1,0.007705737749715877,19.57239229499152,1.3295102875670028e-85,3.7797023100696596e-85,
AC011476.3,0.014626161097089412,19.566297022341274,1.498404725015085e-85,4.256831605156492e-85,
SLC16A10,0.01858275939569097,19.546881064829964,2.1926231477529045e-85,6.224622136984824e-85,
SERPINB10,0.017440150479701398,19.52744867490929,3.208302271061286e-85,9.101566726414997e-85,
TFDP2,0.014449728920716129,19.504668041425422,5.010277527241618e-85,1.4203479878785593e-84,
EYA3,0.009634430810818814,19.443245038539004,1.6622843946181307e-84,4.709020947926716e-84,
AC012459.1,0.0076561964025796455,19.443056237837,1.6684137719132693e-84,4.723039694021993e-84,
TIAM2,0.009736366750746907,19.369658064801968,6.958937815945254e-84,1.9685821261514156e-83,
PCBD2,0.012275056953804478,19.2478312014867,7.359864949883515e-83,2.0805271943133612e-82,
PRKY,0.010118185005289422,19.23159082681492,1.0067790872737707e-82,2.844008721112347e-82,
HAVCR2,0.012961299532321155,19.219201778508634,1.2783645248406374e-82,3.6086507405522576e-82,
MMS22L,0.009242325322622591,19.20472450914138,1.6895594888566482e-82,4.766035229496892e-82,
CLOCK,0.010276002778740054,19.204544929043916,1.695412219298139e-82,4.7791746844204054e-82,
IGHM,0.005311229802826893,19.138958393799953,5.981894415887202e-82,1.685040680531606e-81,
DOP1A,0.009861774767299974,19.119536760117768,8.682142750728137e-82,2.443952920683501e-81,
AP3S1,0.013081883355742435,19.106926589179118,1.1055694950018168e-81,3.109900126587389e-81,
AC009229.2,0.006375792905180686,19.101870643129953,1.2180054070161538e-81,3.423767834198605e-81,
XKR6,0.01075247180208296,19.093173498782654,1.4387309752487209e-81,4.0413791439570813e-81,
SCMH1,0.010564806315462638,19.033624055199116,4.491034377637805e-81,1.260641228810612e-80,
