Gene,C,Z,Pval,FDR,Module
RAB31,0.0789902620514814,110.62406371305372,0.0,0.0,9.0
RHOC,0.09580786042513527,110.20165062987668,0.0,0.0,7.0
ATF5,0.0902459509335441,110.08631661713463,0.0,0.0,6.0
VOPP1,0.07539793914988745,110.00934764486999,0.0,0.0,3.0
MIR3945HG,0.05032553937406912,109.85140218999766,0.0,0.0,5.0
ZNF438,0.04935690716797047,109.82697159938016,0.0,0.0,4.0
AL163541.1,0.036222176118160254,109.58616642508692,0.0,0.0,4.0
RGCC,0.048736433915100276,109.26732866962526,0.0,0.0,9.0
INSL6,0.03473330335872504,109.01019998122852,0.0,0.0,15.0
FNDC3A,0.0596091225077964,108.57089675232186,0.0,0.0,9.0
TDRD9,0.057565580795399314,108.47564731928261,0.0,0.0,4.0
ABCA1,0.08819358980596541,108.07013834476396,0.0,0.0,9.0
NR4A1,0.08023739956325034,107.6389127969709,0.0,0.0,9.0
YBX3,0.05263377307378681,107.20627018036005,0.0,0.0,12.0
FOXO1,0.07002631035154543,107.18908284050865,0.0,0.0,12.0
AC009226.1,0.04423524149027165,107.080830438857,0.0,0.0,5.0
P2RY14,0.06816996673198193,106.73869787905157,0.0,0.0,-1.0
RRP12,0.06132212707996162,106.2867947778702,0.0,0.0,8.0
S100Z,0.05759196034380783,105.99831517967931,0.0,0.0,10.0
CCSER1,0.08493826475071903,105.53917883812173,0.0,0.0,7.0
SPATA6,0.05427762593856462,105.43910926171027,0.0,0.0,12.0
PPBP,0.12246945614881907,105.20006301950045,0.0,0.0,17.0
LMNB1,0.0887322515892977,104.95621932499664,0.0,0.0,-1.0
DDIT4,0.09115457638980831,104.35383079414865,0.0,0.0,6.0
VRK2,0.054538065391916746,103.7018343268656,0.0,0.0,-1.0
AHRR,0.05487805657827502,103.68556082762892,0.0,0.0,7.0
PCSK5,0.050532691245140475,103.65589227197418,0.0,0.0,4.0
MS4A4E,0.05450284577531555,103.53003394745588,0.0,0.0,13.0
HLA-DOA,0.09462448544689786,103.4615874991199,0.0,0.0,7.0
CHST11,0.05522424948542629,103.19488986332924,0.0,0.0,-1.0
ZCCHC2,0.06462035048019472,102.87669544292314,0.0,0.0,2.0
OPRM1,0.03143218271544477,102.37582152735193,0.0,0.0,15.0
STXBP5,0.04428815452896554,102.33793291875418,0.0,0.0,10.0
MIR222HG,0.05341039739651762,102.05726083743225,0.0,0.0,5.0
TXN,0.07890745612786636,101.68124758107497,0.0,0.0,6.0
IL1RAP,0.057651021443431726,101.39032551758902,0.0,0.0,8.0
CYP27A1,0.05442302607298325,101.36571181586008,0.0,0.0,-1.0
MEF2C,0.0478427078608746,101.31635723314876,0.0,0.0,10.0
CXCR4,0.0773591594459829,101.29965336553329,0.0,0.0,9.0
GNLY,0.03312657646137145,100.94086955244553,0.0,0.0,15.0
FARP2,0.08185502485607084,100.81163482779452,0.0,0.0,-1.0
ECE1,0.06365291229342414,100.38442296773182,0.0,0.0,3.0
TRAF1,0.0434361273210744,100.08015950342707,0.0,0.0,3.0
ZNF710,0.05069375148619395,99.82656195271464,0.0,0.0,7.0
SNED1,0.05313910965123781,98.69038814786902,0.0,0.0,7.0
AC013652.1,0.051609576138386765,98.45451543113539,0.0,0.0,9.0
B4GALT1,0.05689495357045808,98.34644593496513,0.0,0.0,9.0
CEP85L,0.04178729808944119,98.07727423320655,0.0,0.0,10.0
PRKCE,0.06943551320153724,98.05218053366147,0.0,0.0,-1.0
FCHSD2,0.050378095234954255,97.52398307051836,0.0,0.0,10.0
SKI,0.0924706488507409,97.44698744487741,0.0,0.0,14.0
SLC2A9,0.04953180140072817,97.40099161916524,0.0,0.0,10.0
DAPK1,0.05230368894090152,97.01713373123503,0.0,0.0,7.0
FAM198B-AS1,0.0352252345845757,96.87332026819931,0.0,0.0,4.0
AC025580.2,0.06719099683564048,96.71065478040009,0.0,0.0,3.0
PLD1,0.04794900616468477,96.22135633793577,0.0,0.0,4.0
ZNF609,0.05425731405587262,96.19671140978427,0.0,0.0,10.0
UBE2E2,0.04699470783383422,95.83597331345484,0.0,0.0,7.0
BAZ1A,0.0642647977282423,95.79638979389351,0.0,0.0,-1.0
PRICKLE1,0.037798973434103385,95.78517033185263,0.0,0.0,12.0
HNRNPC,0.057749963590102434,95.68102060114312,0.0,0.0,3.0
GIMAP4,0.08007930550921952,95.46694109956042,0.0,0.0,-1.0
FAM102B,0.06492166524981462,95.2484210107121,0.0,0.0,9.0
RUFY3,0.06378041696277352,95.19718810646208,0.0,0.0,-1.0
MGST1,0.061527452333985405,95.09539710653492,0.0,0.0,17.0
GIMAP7,0.05823625897432862,95.07611680766269,0.0,0.0,-1.0
PRKCA,0.06635164281652454,94.83075926230683,0.0,0.0,13.0
PTK2,0.0642429181177927,94.79143366521737,0.0,0.0,13.0
ARAP2,0.05878935238492259,93.97429571761161,0.0,0.0,-1.0
ABHD5,0.04570871545677124,93.73624756668268,0.0,0.0,8.0
SEPTIN11,0.05373680444208512,93.69833870581887,0.0,0.0,12.0
PPARG,0.056745953258869504,93.59855461717437,0.0,0.0,9.0
PTPRJ,0.05281813367549836,93.2659349692094,0.0,0.0,-1.0
HSPA5,0.0726646273342412,93.1864275733999,0.0,0.0,6.0
LPAR1,0.04115727189142438,92.84813971795789,0.0,0.0,4.0
LINC00278,0.03798490302438756,92.20352859296278,0.0,0.0,10.0
CD38,0.0759140486376063,91.8061978968532,0.0,0.0,-1.0
ZC3HAV1,0.06931565250564438,91.29369062676184,0.0,0.0,2.0
AC087854.1,0.04080713900076681,90.94300499965023,0.0,0.0,7.0
STON2,0.04268172639606794,90.73686061332235,0.0,0.0,-1.0
ATP8B4,0.042930579451651234,90.5825040636463,0.0,0.0,13.0
ARHGAP25,0.0425393336497752,90.32406352256176,0.0,0.0,16.0
ST6GAL1,0.043034905133165394,90.29567050813469,0.0,0.0,7.0
TNFAIP8,0.04036614769025625,90.23470265711393,0.0,0.0,4.0
ASCC3,0.0455753185030228,90.10667503493555,0.0,0.0,-1.0
PPP3CA,0.04711130593099502,90.00088176187155,0.0,0.0,10.0
INTS6,0.03659365513841852,89.29902071675187,0.0,0.0,15.0
SH3BP5,0.05972834483260627,89.15215901856908,0.0,0.0,9.0
SGK1,0.04610625049380439,88.67945525438014,0.0,0.0,9.0
CHKA,0.07012877894856026,88.46800151213954,0.0,0.0,14.0
DAAM1,0.041339630418999566,88.39379806188514,0.0,0.0,12.0
CCNH,0.046170731903950366,88.38487489270759,0.0,0.0,9.0
IGF1R,0.03761694375489422,87.79166754548127,0.0,0.0,4.0
HPCAL1,0.06247172800845357,87.42790843438719,0.0,0.0,14.0
RHOB,0.05514480718325458,86.99035485508544,0.0,0.0,5.0
AGAP3,0.06509843463721116,86.54503757419268,0.0,0.0,7.0
EGR1,0.04784651419184565,86.34767182756914,0.0,0.0,5.0
CD86,0.06027720332249488,86.23529922733896,0.0,0.0,9.0
GABARAPL1,0.05822084102943269,86.22997723482446,0.0,0.0,9.0
CACNA2D3,0.04091171622180962,86.20713258853323,0.0,0.0,10.0
FBXO34,0.05043038480482496,86.11175259068321,0.0,0.0,8.0
DAPK2,0.02778774322999313,86.07836815482098,0.0,0.0,4.0
DLEU1,0.032512096659773684,85.99482997432548,0.0,0.0,15.0
IDO1,0.15022832509967007,85.9536142526259,0.0,0.0,-1.0
AKT3,0.04442350602763913,85.54830490021436,0.0,0.0,12.0
RABGAP1L,0.04646611081769538,85.4957416183794,0.0,0.0,16.0
SPATS2L,0.0573090140429887,85.41101379206818,0.0,0.0,-1.0
SCFD2,0.04568645091294448,85.34856694915065,0.0,0.0,7.0
MS4A7,0.0531825274308388,85.34335486183538,0.0,0.0,7.0
NFIA,0.03656758618750968,85.31662317775543,0.0,0.0,10.0
WDFY1,0.05813181759184809,85.26106702148566,0.0,0.0,-1.0
IRF8,0.05675503505251829,85.12582560608732,0.0,0.0,-1.0
PTPN22,0.03894122435617618,84.85618867907372,0.0,0.0,4.0
MAML3,0.04375207718185005,84.73395320051372,0.0,0.0,10.0
EEPD1,0.04809427905094745,84.52573533615394,0.0,0.0,9.0
CCL3L1,0.07508296174931375,84.4912187611337,0.0,0.0,3.0
ALDH1A1,0.056057349809632465,83.69220024641729,0.0,0.0,3.0
C1QA,0.12975487194575147,83.50601017431012,0.0,0.0,-1.0
ITPR1,0.048781759275000176,83.42717867713819,0.0,0.0,13.0
NEGR1,0.03761178443419632,83.42129727316315,0.0,0.0,4.0
SNTB1,0.03823858999903475,83.41271808202465,0.0,0.0,4.0
TIPARP,0.05381134749466178,83.35003371099536,0.0,0.0,14.0
PTGS2,0.04334630262529793,83.3088065918215,0.0,0.0,3.0
TMEM144,0.03212090240066677,83.05146548528106,0.0,0.0,4.0
AL138720.1,0.04226144791800422,82.91925905154343,0.0,0.0,9.0
JAZF1,0.041984765375727165,82.86462432340895,0.0,0.0,10.0
PGAP1,0.05938508272747229,82.83805791348678,0.0,0.0,-1.0
YWHAZ,0.05034661480163031,82.67290301952785,0.0,0.0,12.0
FAM117B,0.04046294566449402,82.39933082433421,0.0,0.0,16.0
ENG,0.0645050428084055,82.22217961566082,0.0,0.0,14.0
FRMD4B,0.03842641658730547,82.13628311383296,0.0,0.0,11.0
PALM2-AKAP2,0.11455658876013769,82.07593422124486,0.0,0.0,-1.0
SPPL2A,0.06002934936411852,81.94356025732756,0.0,0.0,-1.0
MGAM,0.03143638895181232,81.8259765593283,0.0,0.0,-1.0
DNAJA1,0.04255473612239642,81.77621444065488,0.0,0.0,-1.0
MIR181A1HG,0.0475094975384369,81.7262736733143,0.0,0.0,13.0
RIN2,0.03906179456685263,81.3744662669571,0.0,0.0,10.0
IMMP2L,0.03967677203348549,81.00137616464205,0.0,0.0,7.0
ULK2,0.04089583907543592,80.94853618821568,0.0,0.0,7.0
DST,0.046538227903907256,80.58242120381584,0.0,0.0,13.0
KLHL5,0.046903746231645546,80.38724116001353,0.0,0.0,7.0
EPB41L2,0.053540418781435645,80.10822565366655,0.0,0.0,7.0
ARL5B,0.04624402901248001,79.7555949603817,0.0,0.0,3.0
EVL,0.05031166571558564,79.70729445472078,0.0,0.0,7.0
SEMA6B,0.05543336089874672,79.48638584451038,0.0,0.0,14.0
TMEM140,0.05054262417010385,79.14851816682659,0.0,0.0,-1.0
RAPGEF2,0.04069064997021819,78.81220158409461,0.0,0.0,12.0
RETN,0.06476217011473652,78.65834672167495,0.0,0.0,17.0
RNASE2,0.07061361148632674,78.46718125001138,0.0,0.0,17.0
EML4,0.051214179300737996,78.19206675260908,0.0,0.0,14.0
ITGB8,0.029839935694097403,78.06915248801495,0.0,0.0,3.0
PAM,0.031800066989942255,77.83465518958997,0.0,0.0,4.0
GNG11,0.07055719490535796,77.75651349138019,0.0,0.0,17.0
RGS12,0.05100250356967898,76.2467360661344,0.0,0.0,7.0
DACH1,0.03415657997224772,76.16093203765017,0.0,0.0,4.0
RPS4Y1,0.06036907616753966,75.94258199727581,0.0,0.0,6.0
PVT1,0.0414427673397458,75.72148272092457,0.0,0.0,13.0
PDK4,0.038066890837789254,75.61162220509628,0.0,0.0,7.0
ANO10,0.03621475355946704,75.56141361901958,0.0,0.0,4.0
ADGRE2,0.047424550368463866,75.5020364898696,0.0,0.0,7.0
TENT5A,0.04329476608241394,75.4515425928072,0.0,0.0,-1.0
WTAP,0.04305360386297793,75.24198845280526,0.0,0.0,3.0
PTCRA,0.04813631184485197,75.23410165314958,0.0,0.0,17.0
FOXN2,0.04253626766443005,75.04364707839454,0.0,0.0,16.0
AC239799.2,0.04263329761430333,74.86441253561372,0.0,0.0,5.0
RASA1,0.032140879862330746,74.84305504711129,0.0,0.0,10.0
CXCL2,0.04169987386152271,74.8315642234412,0.0,0.0,3.0
DRAM1,0.04426291844374822,74.80702777826752,0.0,0.0,3.0
ID1,0.06951353773829334,74.7411708177535,0.0,0.0,14.0
EXT1,0.03769080577041146,74.516073617798,0.0,0.0,-1.0
TMEM131,0.044393298817975865,74.40737271832052,0.0,0.0,-1.0
HERC4,0.03738161268325123,74.3740114198369,0.0,0.0,10.0
ANKH,0.05224358711900039,74.22011447167591,0.0,0.0,14.0
MSR1,0.07456309493875932,74.16819172250646,0.0,0.0,-1.0
MERTK,0.0406925902250405,73.60096097117963,0.0,0.0,13.0
AL390957.1,0.02779701849497921,73.56329581362775,0.0,0.0,8.0
SLAMF8,0.07882267269329277,73.50861658530559,0.0,0.0,-1.0
AC105402.3,0.027578067750300753,73.32887109712192,0.0,0.0,-1.0
ZNF124,0.05685065847433088,73.29321451053715,0.0,0.0,13.0
IFITM1,0.06642277648727657,73.27334730105736,0.0,0.0,-1.0
AFF1,0.039542068347685894,73.17806988040178,0.0,0.0,16.0
ARHGAP10,0.04208110571820767,73.16812913951125,0.0,0.0,13.0
SERPINB2,0.040125216128586404,73.0606141095133,0.0,0.0,9.0
IFFO2,0.03732850791217333,72.9454779952453,0.0,0.0,12.0
TFDP1,0.05275940967786254,72.8736590055516,0.0,0.0,9.0
TPST1,0.030014246388195737,72.833958287408,0.0,0.0,4.0
ABHD12,0.05899338229177058,72.56372572310066,0.0,0.0,14.0
FBXL17,0.03369629782926762,72.20290390420598,0.0,0.0,10.0
NABP1,0.03373729323531335,72.0629625961303,0.0,0.0,8.0
AL162414.1,0.047243745334694255,71.97728494673704,0.0,0.0,-1.0
SLC9A7,0.052236865532364125,71.97317133851594,0.0,0.0,7.0
LDLR,0.05016941894028058,71.8554500667959,0.0,0.0,12.0
PLEKHG2,0.05881590947389019,71.65323824781996,0.0,0.0,3.0
MBD5,0.03150023086235079,71.64132309548215,0.0,0.0,10.0
NAV1,0.03856540559182713,71.63270316345587,0.0,0.0,7.0
HAPLN3,0.07985936028389126,71.28988345308828,0.0,0.0,-1.0
SLC7A5,0.05589614249546692,71.28608488977582,0.0,0.0,9.0
GPRIN3,0.04680734832001383,71.2649800424185,0.0,0.0,13.0
SDC2,0.054081574026749867,71.2351306139847,0.0,0.0,9.0
FCER1A,0.10457960078829995,71.1166205155381,0.0,0.0,-1.0
MAP2K1,0.051472964722710034,70.9718500127508,0.0,0.0,9.0
LPCAT2,0.042942581013727894,70.68521629827751,0.0,0.0,-1.0
SGMS1,0.03910027077055054,70.65053154921586,0.0,0.0,4.0
RANBP2,0.04741109958956205,70.59696163837522,0.0,0.0,9.0
SQSTM1,0.04438508289662419,70.55193399995834,0.0,0.0,7.0
NKG7,0.02641790245530775,70.42859800028997,0.0,0.0,15.0
PPARGC1B,0.04083244691285122,69.70629920505581,0.0,0.0,7.0
PRKACB,0.03561870630769116,69.4952239267242,0.0,0.0,12.0
OSBPL8,0.0347093365526617,69.44290741968447,0.0,0.0,4.0
CLU,0.057906416844166246,69.36844629184122,0.0,0.0,17.0
LRRC8C,0.03273561439321724,69.32776079642778,0.0,0.0,16.0
RTCB,0.0478594294729988,69.03662785000682,0.0,0.0,-1.0
VAV2,0.053630832197699325,68.98383215295185,0.0,0.0,14.0
REV3L,0.03496016635098419,68.92769747882657,0.0,0.0,11.0
PIM1,0.05777955708026785,68.91699563897498,0.0,0.0,-1.0
FKBP5,0.06733254473929441,68.88212054359907,0.0,0.0,-1.0
S100P,0.04433295631667801,68.78855359308739,0.0,0.0,-1.0
TSHZ3,0.029876075290281707,68.46602876688667,0.0,0.0,4.0
UST,0.04637139934596046,68.22773871607295,0.0,0.0,7.0
MAP2K6,0.03189957667989269,68.06661798468615,0.0,0.0,4.0
TCF12,0.03621585175760973,68.0146176762722,0.0,0.0,11.0
PITPNC1,0.03730980233580837,67.89554040374723,0.0,0.0,10.0
ANKRD33B,0.028191240425964822,67.78855806864466,0.0,0.0,3.0
LY86,0.03893785638719889,67.60896023495992,0.0,0.0,-1.0
AC037198.1,0.04199402652382979,67.55630023334369,0.0,0.0,9.0
DDHD1,0.0467382828733737,67.45229819648709,0.0,0.0,13.0
MARCKSL1,0.05940769123199198,67.34971120266559,0.0,0.0,6.0
EPG5,0.04567109885835964,67.24567138730316,0.0,0.0,-1.0
AC092546.1,0.0324831573524297,66.80180251658415,0.0,0.0,7.0
ITFG1,0.03230297013671924,66.77884047533492,0.0,0.0,11.0
CAMKMT,0.03152620371870607,66.55562058401755,0.0,0.0,10.0
HMOX1,0.049728026280940855,66.42062313263628,0.0,0.0,6.0
PPM1L,0.03393290255991133,66.36645596781753,0.0,0.0,12.0
CLEC2B,0.04604405638751431,66.20635731579844,0.0,0.0,6.0
CCL5,0.02950642709282348,66.17067303016768,0.0,0.0,17.0
TMLHE-AS1,0.018884696393867518,66.07640336406018,0.0,0.0,15.0
MDFIC,0.03656748675770193,66.03768172058398,0.0,0.0,7.0
PDLIM5,0.03452059636967993,66.02313594410788,0.0,0.0,7.0
LINC00607,0.024989489840808798,65.94669782641868,0.0,0.0,12.0
DISC1,0.03373642080213537,65.93937341693518,0.0,0.0,11.0
RPS6KA5,0.0376902914684649,65.56913280317806,0.0,0.0,16.0
FNIP2,0.04127233301192553,65.56400953317738,0.0,0.0,14.0
ALPK1,0.03271685041310827,65.48379992710713,0.0,0.0,-1.0
RPS6KA3,0.03488347458261727,65.20855479097426,0.0,0.0,12.0
ZBTB16,0.0525212404727959,65.20312679288497,0.0,0.0,-1.0
STK39,0.03359456331238195,65.1014793079178,0.0,0.0,-1.0
FGD4,0.03445595713186585,64.96683325092032,0.0,0.0,9.0
P2RX1,0.04032980138839506,64.84521036501425,0.0,0.0,9.0
RFX7,0.032304538171410054,64.77478903262958,0.0,0.0,11.0
CRISPLD2,0.034760863680111206,64.60098528603598,0.0,0.0,4.0
HEATR5B,0.03354214592579737,64.56373055191402,0.0,0.0,12.0
CD2AP,0.045587501434671746,64.51704048201704,0.0,0.0,-1.0
SPECC1,0.0359981995444183,64.22120335890739,0.0,0.0,11.0
ABTB2,0.047216479770807444,64.086822113809,0.0,0.0,-1.0
COMMD10,0.02815619767842382,63.97851892643238,0.0,0.0,10.0
SH3RF3,0.038878560234654254,63.808569440284614,0.0,0.0,9.0
FLT3,0.05075525810131076,63.71959271820095,0.0,0.0,13.0
TMCC3,0.0408982520664075,63.63618251289622,0.0,0.0,9.0
RUNX1,0.03556306015952312,63.5599913150203,0.0,0.0,9.0
ARHGAP32,0.034186214916522815,63.53233293748802,0.0,0.0,7.0
MAN1A1,0.037230463530115006,63.530096101040726,0.0,0.0,-1.0
INSIG1,0.05183501558543554,63.5245754951288,0.0,0.0,14.0
PTGER2,0.033896519442547526,63.42730643381454,0.0,0.0,12.0
HLA-DQA2,0.0818701235188739,63.368362706066165,0.0,0.0,6.0
CXCL10,0.12634767526854526,63.29074590350455,0.0,0.0,-1.0
LINC01435,0.018604783210247215,63.01700322639208,0.0,0.0,15.0
MIS18BP1,0.033976573833724905,62.75582001334252,0.0,0.0,16.0
BTBD11,0.03891131613110375,62.733174544825054,0.0,0.0,13.0
CALCRL,0.03442456476444103,62.63243849899215,0.0,0.0,13.0
TMEM176B,0.06120440101754887,62.60654682583059,0.0,0.0,6.0
NRIP1,0.03588522053934574,62.24375406965744,0.0,0.0,3.0
TMX4,0.03356383571142997,62.17054147234727,0.0,0.0,-1.0
LRRC8D,0.030635779836254602,61.948615714084774,0.0,0.0,10.0
FBN2,0.024175087378345287,61.6472002645863,0.0,0.0,4.0
FAM107B,0.040805800540984684,61.05926158915057,0.0,0.0,3.0
RNGTT,0.03431538220109037,60.90899963009383,0.0,0.0,12.0
LITAF,0.045615225754327283,60.812084800711816,0.0,0.0,9.0
PDE7A,0.03130846500091691,60.78791810254014,0.0,0.0,13.0
OSM,0.048059951820970434,60.754921789075844,0.0,0.0,9.0
SDCCAG8,0.02987337968019794,60.66017138638959,0.0,0.0,10.0
HERC6,0.03924790367592646,60.492103934384666,0.0,0.0,-1.0
VEGFA,0.04443654237738567,60.485807385740245,0.0,0.0,9.0
TXNDC16,0.03147954031382358,60.195172627891125,0.0,0.0,7.0
MAP3K7CL,0.04683549159595182,60.07218867650184,0.0,0.0,-1.0
MN1,0.057121949947325605,59.92649725576585,0.0,0.0,14.0
ASPH,0.03175561102711243,59.74157507808543,0.0,0.0,13.0
CBLB,0.02897829306268863,59.695648048033725,0.0,0.0,11.0
TRERF1,0.029674277319757043,59.659048686988534,0.0,0.0,10.0
LONRF3,0.03382213975155389,59.591228611551614,0.0,0.0,9.0
ADAM28,0.04018712375415137,58.72618680753511,0.0,0.0,13.0
HIVEP3,0.035854450104310605,58.70492401534537,0.0,0.0,7.0
MXI1,0.033967214306184934,58.62004921156499,0.0,0.0,-1.0
DDX10,0.030398811971525254,58.4600932381694,0.0,0.0,7.0
OXSR1,0.03595654328062768,58.21107891559233,0.0,0.0,3.0
CYSLTR2,0.02827429242218694,58.197364095009306,0.0,0.0,12.0
LDLRAD3,0.02945617330368411,58.195865029896204,0.0,0.0,-1.0
RNF24,0.041547031936265404,58.050631268881695,0.0,0.0,9.0
IL1RN,0.04470154406275662,58.02803934234261,0.0,0.0,-1.0
SYTL3,0.035617659771110796,57.88701083685894,0.0,0.0,9.0
COA1,0.0326452879150403,57.87012675379741,0.0,0.0,16.0
RNF19B,0.039673493144241415,57.81907728979246,0.0,0.0,3.0
AL138828.1,0.01895961527821316,57.74045722951039,0.0,0.0,12.0
CDK6,0.03270477162411629,57.709609146510715,0.0,0.0,7.0
PRR5L,0.029446142317435867,57.701056649754534,0.0,0.0,7.0
TGFBR2,0.0298122515333747,57.60709003842265,0.0,0.0,-1.0
ARHGAP22,0.02517047016032081,57.59911969026135,0.0,0.0,7.0
PRLR,0.03529289323349036,57.507283256066586,0.0,0.0,-1.0
CD109,0.052456497238298115,57.3097570789476,0.0,0.0,14.0
XIST,0.029030391836405323,57.288271366518124,0.0,0.0,13.0
MITF,0.030490341316082723,57.261960732860054,0.0,0.0,13.0
RTRAF,0.04067742734757166,57.248381219115245,0.0,0.0,6.0
PAG1,0.03185959358588035,57.18344560199823,0.0,0.0,-1.0
TMEM51,0.04452682334978967,57.05821128494594,0.0,0.0,7.0
NOL4L,0.0372655182973141,56.88118057430501,0.0,0.0,7.0
CTDSPL,0.02492545093799131,56.85301427303358,0.0,0.0,5.0
LINC02328,0.026830497914387505,56.53786208527554,0.0,0.0,-1.0
AP001160.1,0.0353322160159456,56.46299160956193,0.0,0.0,5.0
ZCCHC7,0.027055921399103518,56.446340445022564,0.0,0.0,11.0
AC107068.2,0.01494682598074283,56.35637230023503,0.0,0.0,7.0
BABAM2,0.028980688306054856,56.16371128646766,0.0,0.0,10.0
CCDC173,0.030834825387805298,56.084085726489064,0.0,0.0,12.0
AL139042.1,0.01722074636721741,56.067724989378945,0.0,0.0,4.0
ACSM3,0.022842359198463637,56.0406064421116,0.0,0.0,-1.0
AC120193.1,0.023681924295222603,55.98147437991936,0.0,0.0,3.0
DIAPH2-AS1,0.018201716177492482,55.917273796314575,0.0,0.0,15.0
GMPR,0.048587893667838014,55.91487775009439,0.0,0.0,-1.0
PHACTR2,0.028626588911095013,55.88768888156652,0.0,0.0,11.0
UBE2D1,0.03223795988815223,55.83983507375957,0.0,0.0,3.0
CYP4F3,0.021784527354742553,55.82158682288791,0.0,0.0,-1.0
SCML1,0.04444151570644861,55.81811930528573,0.0,0.0,-1.0
RERE,0.03253536543815449,55.63422169712894,0.0,0.0,16.0
RAP1GDS1,0.029128482134468527,55.598861010193396,0.0,0.0,11.0
KCNMA1,0.0588658834926078,55.57258469815513,0.0,0.0,-1.0
MTAP,0.02553119947819368,55.35821230307359,0.0,0.0,7.0
AC073332.1,0.023241375689920577,55.11939361361727,0.0,0.0,5.0
PTK2B,0.0376876207936992,54.88038862871921,0.0,0.0,9.0
MAP4,0.032558457916173976,54.74901724853303,0.0,0.0,12.0
NOCT,0.03497965319531569,54.60733516735228,0.0,0.0,9.0
CCND3,0.042313996777228545,54.391066885511385,0.0,0.0,-1.0
ZBTB46,0.04137247544087497,54.33408361888842,0.0,0.0,7.0
UBASH3B,0.03438513182333961,54.20892900599084,0.0,0.0,13.0
SLC39A11,0.03277708989482379,54.13287196419009,0.0,0.0,13.0
TMEM40,0.03289542149991752,53.95936831270771,0.0,0.0,17.0
RFTN1,0.03255923812490327,53.89657023341523,0.0,0.0,7.0
TBCK,0.023373547230943783,53.88542148817697,0.0,0.0,10.0
CSGALNACT1,0.02660425416192341,53.771526979279265,0.0,0.0,-1.0
SEMA4D,0.0321568474944944,53.72743065350957,0.0,0.0,-1.0
SRSF7,0.023822156433023663,53.71538664009312,0.0,0.0,5.0
GPD2,0.03042036196951108,53.58575157347368,0.0,0.0,-1.0
RSRC1,0.027195448997524407,53.53292456440008,0.0,0.0,11.0
ANKRD34B,0.01811268607366822,53.47568866155343,0.0,0.0,-1.0
EZH2,0.03274944368039057,53.46729378804819,0.0,0.0,3.0
XRCC4,0.023572879749363118,53.46597813146867,0.0,0.0,10.0
PPCDC,0.03305860497528788,53.35449531044401,0.0,0.0,7.0
LINC02245,0.0309799670373425,53.35419421674787,0.0,0.0,7.0
HIP1,0.03723344873559008,53.341303541338384,0.0,0.0,14.0
KREMEN1,0.029858765376267003,53.28613039281695,0.0,0.0,3.0
SYAP1,0.03391234172638727,53.158983844622156,0.0,0.0,9.0
RPS6KC1,0.029476209318554242,53.09399325220283,0.0,0.0,-1.0
ATP8B1,0.01845285397449015,53.08901701319595,0.0,0.0,15.0
GMDS-DT,0.021919797715298135,53.03906567862065,0.0,0.0,10.0
PIP5K1B,0.021387683333101294,52.89004713024322,0.0,0.0,-1.0
USP6NL,0.03540888188460155,52.84020558249641,0.0,0.0,-1.0
MFSD4B,0.022980663919053054,52.769626978374454,0.0,0.0,-1.0
TBC1D4,0.02540401120761621,52.71819217416922,0.0,0.0,11.0
HES1,0.02869707684583404,52.62683485356379,0.0,0.0,7.0
CD1C,0.05171825809174167,52.576364667024386,0.0,0.0,-1.0
PPP4R3A,0.0389333766581838,52.53568898033523,0.0,0.0,14.0
FAM135A,0.028469411526408094,52.52576473865118,0.0,0.0,16.0
PDE8A,0.034183020974596356,52.20935048485283,0.0,0.0,14.0
VWA8,0.02619105763541025,52.19931783427908,0.0,0.0,-1.0
C15orf48,0.03601982044340973,52.11555000763828,0.0,0.0,3.0
PCNX2,0.028663338654929666,51.963413080023784,0.0,0.0,13.0
CDK14,0.028064114987248,51.88267818752615,0.0,0.0,9.0
DSE,0.032318055933299866,51.795050080700705,0.0,0.0,14.0
HES4,0.05287882186004128,51.33510770011094,0.0,0.0,6.0
CMSS1,0.030047815081554245,51.240604046957046,0.0,0.0,7.0
NEXN,0.041444030166844247,51.18589077052471,0.0,0.0,-1.0
SERINC5,0.028014126501608404,51.17430787146826,0.0,0.0,-1.0
RNF125,0.026798918717864165,51.14230127030483,0.0,0.0,12.0
TPK1,0.025313897996455365,50.76763472354397,0.0,0.0,10.0
AC117834.1,0.014125918281585785,50.74110833872145,0.0,0.0,15.0
LINC02785,0.021808860142181946,50.66653221974656,0.0,0.0,-1.0
DHRS3,0.051494211667238846,50.63445691647063,0.0,0.0,14.0
STX5,0.044902934759932726,50.62970558755349,0.0,0.0,3.0
TMEM176A,0.052739310738524045,50.526407938791706,0.0,0.0,6.0
WDR7,0.026201168266607518,50.417461729138,0.0,0.0,11.0
ARHGEF3,0.031839616927933155,50.398993843389235,0.0,0.0,16.0
IL32,0.015409897183574496,50.372214040898434,0.0,0.0,15.0
